,target
10118,0
232,0
3037,0
9891,0
13042,1
17940,1
7825,0
16058,1
17629,1
20413,1
7423,0
20747,1
14766,1
14050,1
16206,1
22727,1
22676,1
5369,0
18967,1
13954,1
13609,1
19147,1
13063,1
3157,0
6884,0
12288,1
7342,0
20296,1
22777,1
7902,0
9329,0
6739,0
12447,1
17503,1
8216,0
10051,0
15221,1
15056,1
4412,0
2314,0
10315,0
20644,1
2018,0
7412,0
13345,1
18396,1
15097,1
18402,1
13988,1
6673,0
16874,1
9450,0
3424,0
16003,1
12692,1
16186,1
22844,1
20827,1
22019,1
9617,0
13257,1
22919,1
4080,0
11640,1
4962,0
17205,1
19005,1
8209,0
797,0
5467,0
1883,0
20864,1
19011,1
2372,0
8011,0
1198,0
15184,1
2793,0
19014,1
6167,0
4094,0
14753,1
480,0
7126,0
11627,1
18984,1
18718,1
8261,0
6939,0
14791,1
1331,0
15618,1
19435,1
3305,0
4355,0
3104,0
23186,1
20720,1
20477,1
22397,1
1420,0
5205,0
14662,1
1234,0
21492,1
1709,0
9255,0
430,0
21158,1
14151,1
2328,0
227,0
13077,1
577,0
4233,0
684,0
6818,0
7750,0
5220,0
21628,1
3785,0
13167,1
5794,0
8953,0
16780,1
8751,0
8988,0
15862,1
10780,0
437,0
6973,0
4182,0
8494,0
21790,1
19680,1
6037,0
6431,0
14679,1
16737,1
2758,0
19903,1
1654,0
1292,0
13189,1
7855,0
21527,1
591,0
19247,1
21085,1
5137,0
10584,0
10413,0
1340,0
13235,1
10715,0
9470,0
12008,1
19245,1
16978,1
20927,1
15930,1
5697,0
17181,1
4979,0
4888,0
1473,0
19991,1
2847,0
8370,0
12836,1
17452,1
19361,1
14576,1
13282,1
16039,1
4635,0
3540,0
5876,0
13348,1
2383,0
22250,1
5977,0
1160,0
5955,0
8967,0
16511,1
6250,0
13895,1
2768,0
2634,0
1573,0
10689,0
21620,1
3951,0
17686,1
18407,1
3367,0
21235,1
1329,0
14619,1
3916,0
3772,0
5484,0
6081,0
15691,1
1050,0
11542,0
10078,0
623,0
8009,0
3885,0
9531,0
23103,1
9292,0
13838,1
3080,0
12510,1
11986,1
1501,0
4995,0
9781,0
15414,1
15335,1
13566,1
11750,1
14881,1
20512,1
16431,1
7770,0
2532,0
8708,0
21858,1
1100,0
10323,0
17652,1
3235,0
17252,1
17163,1
1388,0
4722,0
12200,1
6112,0
4238,0
7978,0
6435,0
16606,1
5266,0
7032,0
16719,1
18866,1
15554,1
1472,0
19819,1
21036,1
15986,1
4522,0
20373,1
849,0
18696,1
16124,1
12124,1
15737,1
15926,1
13858,1
2210,0
19579,1
21626,1
19927,1
3202,0
5607,0
16785,1
22037,1
12907,1
1284,0
11616,1
8606,0
3593,0
17777,1
14411,1
16486,1
15362,1
12714,1
3271,0
4717,0
10286,0
1004,0
18571,1
14120,1
19040,1
10532,0
8457,0
11073,0
13267,1
14400,1
6034,0
12376,1
15471,1
19058,1
6212,0
18548,1
18791,1
3542,0
13590,1
253,0
6010,0
23122,1
9340,0
2142,0
6092,0
6403,0
22679,1
7632,0
1728,0
9274,0
1671,0
21746,1
15529,1
18337,1
11441,0
19500,1
9695,0
1971,0
20294,1
16331,1
18243,1
11990,1
20266,1
7807,0
694,0
5729,0
20834,1
12047,1
20750,1
14546,1
19864,1
22888,1
22724,1
2284,0
20541,1
15589,1
3094,0
1677,0
7364,0
2114,0
21915,1
2273,0
13811,1
15894,1
3244,0
19025,1
6182,0
11292,0
5041,0
4817,0
19306,1
10632,0
3563,0
19652,1
18242,1
15458,1
14726,1
6176,0
9954,0
20796,1
6312,0
12555,1
9988,0
15015,1
12103,1
11532,0
7743,0
12004,1
656,0
10827,0
10383,0
6684,0
13454,1
20727,1
8186,0
19211,1
18094,1
3231,0
11631,1
20526,1
2484,0
20356,1
23146,1
7205,0
19767,1
5967,0
19967,1
952,0
9361,0
13896,1
5664,0
15499,1
7028,0
18934,1
3409,0
20540,1
4775,0
9910,0
21731,1
7192,0
20114,1
14548,1
15081,1
18437,1
1461,0
9024,0
13925,1
7953,0
7759,0
8634,0
21078,1
23117,1
19713,1
5152,0
1146,0
1937,0
16485,1
20862,1
12076,1
20347,1
16155,1
17189,1
5914,0
456,0
13980,1
19911,1
5397,0
17223,1
3858,0
96,0
11699,1
3130,0
8015,0
10666,0
6780,0
12123,1
6618,0
2627,0
3773,0
10559,0
2239,0
3663,0
18541,1
544,0
14018,1
9399,0
11219,0
5138,0
21234,1
2389,0
19013,1
15063,1
19668,1
17103,1
10583,0
3082,0
14479,1
15738,1
13371,1
20703,1
12255,1
14724,1
5591,0
22300,1
1663,0
2901,0
4099,0
4268,0
21050,1
10732,0
10660,0
734,0
19467,1
8127,0
6883,0
4535,0
13378,1
10546,0
15277,1
12674,1
2397,0
8899,0
4184,0
19784,1
2576,0
2373,0
18636,1
6633,0
19068,1
23123,1
1773,0
19246,1
9473,0
15421,1
22979,1
5640,0
11236,0
9001,0
9287,0
2515,0
18621,1
4262,0
17719,1
16470,1
415,0
13495,1
5013,0
7768,0
5778,0
7188,0
18973,1
3695,0
710,0
19023,1
11720,1
4503,0
13817,1
20672,1
9441,0
19744,1
14107,1
18121,1
12017,1
1495,0
22364,1
19232,1
6249,0
9433,0
16118,1
4091,0
18832,1
2888,0
4928,0
12299,1
7209,0
1523,0
22184,1
14416,1
7249,0
5206,0
1241,0
1406,0
3319,0
13679,1
21146,1
916,0
527,0
17526,1
18953,1
21382,1
17866,1
22833,1
2819,0
11136,0
15925,1
22636,1
9697,0
22082,1
6264,0
22815,1
3012,0
22052,1
12419,1
14426,1
9678,0
14225,1
21483,1
6107,0
17254,1
774,0
15426,1
1631,0
15912,1
23148,1
6429,0
17240,1
17474,1
8661,0
2750,0
19929,1
15860,1
16434,1
21713,1
17384,1
13771,1
21474,1
15825,1
10124,0
9183,0
598,0
4562,0
3483,0
11696,1
4001,0
4659,0
10097,0
13727,1
20290,1
4684,0
20177,1
5672,0
6217,0
8663,0
18723,1
14582,1
5080,0
16786,1
5790,0
17890,1
11036,0
11936,1
17011,1
1446,0
14669,1
14074,1
16824,1
19931,1
16837,1
12128,1
17565,1
7309,0
7034,0
6000,0
10573,0
2837,0
16263,1
3757,0
3218,0
11765,1
11324,0
9971,0
3520,0
6594,0
5947,0
20514,1
2588,0
21211,1
4695,0
6437,0
16771,1
5241,0
20414,1
11545,0
20778,1
9950,0
7338,0
16310,1
20135,1
8643,0
6806,0
22657,1
9044,0
21063,1
4482,0
10415,0
2464,0
13715,1
18656,1
20984,1
4483,0
19016,1
9180,0
18283,1
21111,1
10524,0
20951,1
14418,1
7234,0
13523,1
4608,0
10731,0
12766,1
15729,1
500,0
20752,1
16292,1
21082,1
1046,0
6327,0
9193,0
19332,1
16518,1
18356,1
12878,1
19998,1
20818,1
1074,0
3139,0
1860,0
16070,1
15157,1
19099,1
777,0
13526,1
13433,1
3138,0
4019,0
9386,0
9553,0
17377,1
16091,1
13582,1
10496,0
3019,0
14510,1
14898,1
6083,0
9305,0
2982,0
18445,1
20616,1
11446,0
19080,1
13113,1
5890,0
9379,0
14081,1
9187,0
10474,0
9156,0
6005,0
565,0
4118,0
5899,0
17880,1
840,0
3888,0
9834,0
19413,1
7641,0
17125,1
18043,1
8655,0
2666,0
18016,1
16185,1
19525,1
9341,0
21244,1
4092,0
10630,0
12671,1
765,0
1440,0
15858,1
11343,0
15401,1
3872,0
17899,1
21302,1
22768,1
4865,0
18603,1
2620,0
17488,1
8021,0
16941,1
6709,0
10220,0
3026,0
17870,1
4102,0
1298,0
17598,1
19441,1
21643,1
6338,0
2022,0
19869,1
18620,1
7372,0
9385,0
2685,0
20495,1
71,0
10603,0
7785,0
1025,0
9103,0
12751,1
9404,0
8650,0
6604,0
1189,0
20510,1
18737,1
9537,0
9636,0
20437,1
3499,0
2496,0
15110,1
12791,1
15172,1
2422,0
18092,1
14657,1
2732,0
80,0
4217,0
4242,0
3811,0
13766,1
13987,1
8148,0
21187,1
1359,0
12931,1
14454,1
9840,0
19923,1
2162,0
879,0
1578,0
16060,1
7573,0
1509,0
20873,1
21787,1
20075,1
12780,1
4112,0
382,0
1845,0
14041,1
21908,1
12243,1
12399,1
7838,0
4568,0
6963,0
11226,0
13627,1
12934,1
15178,1
14734,1
22395,1
12002,1
4332,0
21856,1
5279,0
11678,1
15637,1
14713,1
9434,0
3614,0
12985,1
2108,0
15759,1
10778,0
12082,1
7773,0
19205,1
12888,1
6032,0
5323,0
19944,1
14642,1
11351,0
4183,0
18404,1
15410,1
23134,1
22466,1
636,0
8983,0
12517,1
3219,0
246,0
6282,0
17284,1
13959,1
23153,1
1193,0
45,0
17953,1
20560,1
976,0
13251,1
17017,1
6786,0
13904,1
2963,0
5563,0
15452,1
9776,0
14960,1
13700,1
4515,0
9581,0
21363,1
1975,0
12104,1
5121,0
18843,1
17276,1
12603,1
21564,1
16394,1
11906,1
6889,0
19054,1
20899,1
13549,1
11032,0
7616,0
15783,1
19407,1
10239,0
1751,0
17898,1
15190,1
432,0
11591,0
5167,0
7600,0
13792,1
1832,0
12670,1
9632,0
16240,1
17052,1
10264,0
37,0
8768,0
18159,1
6203,0
3988,0
4593,0
713,0
559,0
18669,1
13254,1
13375,1
17263,1
2335,0
13091,1
17591,1
12612,1
16820,1
8831,0
19200,1
22949,1
9073,0
19791,1
13092,1
18429,1
8759,0
18846,1
22422,1
10437,0
20579,1
12672,1
12357,1
2506,0
8330,0
7432,0
12428,1
23061,1
8431,0
14483,1
2670,0
3747,0
16298,1
1597,0
18282,1
13385,1
4490,0
22021,1
13617,1
9372,0
22735,1
6007,0
19926,1
4302,0
3006,0
16703,1
8282,0
18979,1
13285,1
1690,0
14581,1
625,0
7523,0
5830,0
1741,0
1559,0
13313,1
14613,1
13528,1
17446,1
2829,0
17572,1
17876,1
14425,1
14545,1
20940,1
20749,1
20926,1
11878,1
10447,0
12561,1
17183,1
7939,0
13532,1
8027,0
3413,0
22820,1
20755,1
19673,1
906,0
9228,0
11885,1
22041,1
760,0
3118,0
986,0
12614,1
15569,1
7952,0
324,0
14701,1
14006,1
14244,1
20364,1
10245,0
295,0
14405,1
15127,1
11735,1
14371,1
1785,0
4382,0
2258,0
5318,0
5854,0
18186,1
9476,0
16736,1
9554,0
17092,1
9904,0
21177,1
5733,0
5769,0
12646,1
23173,1
19224,1
13425,1
8741,0
14408,1
8462,0
7986,0
13096,1
20317,1
3574,0
18457,1
7407,0
5308,0
12544,1
18618,1
7313,0
2648,0
2586,0
8903,0
21906,1
21401,1
6576,0
3160,0
11009,0
3182,0
18660,1
11672,1
2377,0
4803,0
4218,0
5692,0
19960,1
22329,1
5392,0
9116,0
12779,1
12369,1
10615,0
15085,1
9371,0
22153,1
17754,1
13591,1
14488,1
17817,1
1754,0
21034,1
8978,0
9266,0
9291,0
10538,0
18828,1
5372,0
1879,0
17171,1
1613,0
5829,0
15004,1
11959,1
21542,1
14985,1
2015,0
16334,1
22189,1
15900,1
5756,0
603,0
5329,0
9753,0
19199,1
865,0
17779,1
7012,0
10824,0
243,0
16273,1
18788,1
22938,1
8298,0
6802,0
10829,0
21074,1
21886,1
22285,1
11220,0
4830,0
16457,1
5344,0
5202,0
22206,1
22094,1
18912,1
12797,1
17074,1
12151,1
1186,0
3960,0
3873,0
179,0
15944,1
14902,1
19375,1
15185,1
10370,0
4793,0
7436,0
15544,1
5958,0
1800,0
16829,1
9449,0
22337,1
6038,0
6502,0
8221,0
22393,1
2801,0
19532,1
14792,1
2922,0
20627,1
7741,0
12856,1
11248,0
8469,0
21491,1
1245,0
21437,1
4537,0
19770,1
4053,0
5931,0
3239,0
12604,1
108,0
17494,1
8283,0
16250,1
16814,1
20182,1
15814,1
11319,0
15508,1
19661,1
5844,0
3534,0
4394,0
5873,0
11330,0
21425,1
17710,1
19077,1
22062,1
4348,0
3567,0
16192,1
7433,0
14507,1
16808,1
9350,0
5150,0
22283,1
14161,1
15006,1
15939,1
15150,1
14297,1
973,0
14159,1
4299,0
14255,1
3653,0
5872,0
4838,0
7598,0
7377,0
3036,0
1789,0
13739,1
13662,1
3088,0
6720,0
7195,0
9267,0
15050,1
15115,1
7464,0
2825,0
15528,1
6330,0
10,0
10839,0
5868,0
8855,0
1426,0
21992,1
11457,0
20663,1
21843,1
4814,0
17471,1
18697,1
9407,0
19428,1
10585,0
2784,0
13023,1
22200,1
16348,1
8515,0
1344,0
21418,1
12649,1
372,0
909,0
11798,1
16038,1
3399,0
496,0
18399,1
17259,1
19319,1
16050,1
12359,1
11662,1
5302,0
16481,1
11415,0
1244,0
4365,0
19378,1
1195,0
2990,0
4953,0
21416,1
1423,0
14817,1
256,0
8205,0
22398,1
8480,0
6287,0
15865,1
15199,1
17605,1
18654,1
22994,1
15853,1
21770,1
13124,1
21263,1
12730,1
12568,1
1232,0
16491,1
14912,1
13663,1
10867,0
7522,0
9304,0
14044,1
22716,1
19941,1
7880,0
20841,1
5130,0
5912,0
20995,1
8459,0
3923,0
13886,1
16090,1
6127,0
16416,1
14600,1
19520,1
7819,0
6507,0
22612,1
20319,1
15678,1
17168,1
1379,0
7689,0
3688,0
11903,1
5874,0
15626,1
4759,0
4512,0
20007,1
16180,1
3790,0
8812,0
5799,0
652,0
14522,1
22400,1
23167,1
11665,1
7872,0
21128,1
14202,1
5328,0
7219,0
20635,1
21154,1
11162,0
13211,1
21495,1
6152,0
11663,1
10708,0
2810,0
22675,1
19867,1
2689,0
11161,0
13478,1
17235,1
23220,1
12616,1
14970,1
18424,1
15879,1
12363,1
2916,0
19743,1
1506,0
4366,0
10588,0
19590,1
2130,0
11846,1
15978,1
1648,0
4890,0
730,0
13632,1
6766,0
20272,1
4144,0
8201,0
22004,1
17143,1
11624,1
9937,0
13603,1
22430,1
12597,1
5221,0
20423,1
2709,0
10944,0
5902,0
17987,1
4076,0
21691,1
21779,1
1543,0
12120,1
19254,1
3126,0
1156,0
18856,1
5985,0
32,0
7187,0
21114,1
20743,1
20381,1
12213,1
9779,0
9176,0
17865,1
6300,0
1610,0
939,0
13557,1
2296,0
4023,0
17999,1
22623,1
8749,0
745,0
4083,0
21550,1
11462,0
5582,0
2877,0
21062,1
4701,0
9933,0
19716,1
13821,1
2651,0
20865,1
14285,1
5646,0
20207,1
11194,0
1821,0
21670,1
7413,0
9522,0
21006,1
7146,0
957,0
2110,0
20350,1
5108,0
16324,1
7631,0
12883,1
22721,1
21135,1
22357,1
7923,0
19932,1
15319,1
13535,1
10960,0
8847,0
12911,1
21054,1
19443,1
20230,1
17637,1
20235,1
7325,0
10391,0
2960,0
4640,0
2399,0
7310,0
7251,0
5487,0
21712,1
20245,1
12000,1
14499,1
19343,1
14320,1
9597,0
19318,1
2625,0
18191,1
10779,0
9657,0
11340,0
3148,0
7024,0
14034,1
3346,0
2873,0
16056,1
12108,1
8297,0
14838,1
18175,1
8959,0
22899,1
76,0
13387,1
16647,1
22356,1
6524,0
12492,1
15976,1
21163,1
6651,0
4947,0
17004,1
10452,0
9967,0
15010,1
17705,1
93,0
5166,0
19237,1
22320,1
2731,0
15242,1
7171,0
6791,0
9139,0
4810,0
11373,0
15238,1
23147,1
2338,0
15218,1
19209,1
6111,0
7844,0
16840,1
1885,0
15365,1
12786,1
5773,0
4323,0
13776,1
13141,1
8190,0
15299,1
22763,1
2,0
15136,1
5255,0
2759,0
16830,1
14668,1
12222,1
11544,0
9629,0
9425,0
11391,0
21391,1
7849,0
3175,0
10041,0
22028,1
2465,0
1293,0
5393,0
5404,0
16354,1
16420,1
8641,0
7842,0
14494,1
15046,1
3621,0
2317,0
13130,1
7086,0
2185,0
4477,0
10082,0
1155,0
15550,1
329,0
15942,1
9920,0
14378,1
21046,1
3227,0
6521,0
2997,0
19834,1
13541,1
19326,1
3183,0
4392,0
17528,1
19589,1
10721,0
18456,1
2463,0
15119,1
2846,0
17549,1
8872,0
7586,0
9804,0
19828,1
2191,0
9921,0
8001,0
17199,1
6668,0
13358,1
2070,0
8163,0
19442,1
7593,0
21840,1
6302,0
12818,1
3416,0
5909,0
15423,1
22991,1
18119,1
19906,1
15799,1
14776,1
7581,0
4047,0
14851,1
6620,0
14142,1
18190,1
5298,0
16760,1
2322,0
4240,0
14858,1
16722,1
13934,1
6745,0
10947,0
2492,0
7612,0
11331,0
6902,0
9769,0
14864,1
5234,0
9069,0
3272,0
10141,0
5273,0
15419,1
2889,0
19845,1
788,0
15009,1
3347,0
20630,1
17683,1
18128,1
18782,1
16803,1
16507,1
13636,1
15756,1
20863,1
6196,0
7694,0
6028,0
3377,0
18406,1
583,0
9972,0
11979,1
18553,1
19113,1
9759,0
349,0
14529,1
18605,1
8005,0
3349,0
13897,1
21193,1
801,0
11721,1
3531,0
17243,1
9173,0
11650,1
20987,1
14887,1
5173,0
14513,1
17080,1
21197,1
17581,1
15212,1
12847,1
3091,0
22418,1
17089,1
7709,0
6853,0
2756,0
6458,0
16651,1
21219,1
12809,1
13806,1
1616,0
6942,0
19242,1
2170,0
6460,0
18298,1
5087,0
10025,0
12059,1
18340,1
8077,0
14861,1
12129,1
12906,1
15118,1
5615,0
13846,1
10974,0
22540,1
8974,0
15685,1
13444,1
13824,1
12620,1
13376,1
10067,0
17597,1
9481,0
10556,0
13030,1
2401,0
8736,0
8111,0
12397,1
17119,1
12833,1
22504,1
14909,1
15381,1
19598,1
11139,0
9998,0
7232,0
12564,1
3878,0
6912,0
15395,1
1702,0
16177,1
5641,0
13137,1
15741,1
1124,0
4521,0
15824,1
11215,0
13003,1
3541,0
11471,0
19313,1
14019,1
13339,1
7764,0
15819,1
9763,0
17794,1
17785,1
14158,1
19263,1
22948,1
2211,0
16739,1
1465,0
11612,0
3133,0
19722,1
7972,0
4677,0
23199,1
5938,0
4320,0
10032,0
17664,1
2107,0
13320,1
18695,1
9377,0
12165,1
23204,1
3034,0
15657,1
18785,1
7062,0
4663,0
17122,1
11478,0
19529,1
2367,0
22223,1
9721,0
13928,1
18258,1
440,0
14306,1
21372,1
20895,1
16710,1
12884,1
832,0
20312,1
14310,1
3064,0
7714,0
2587,0
1224,0
1490,0
2592,0
3247,0
6849,0
8023,0
11004,0
1425,0
17966,1
18143,1
14845,1
2691,0
12324,1
21236,1
15558,1
10441,0
18138,1
15970,1
19562,1
16938,1
20956,1
13085,1
11841,1
8572,0
9148,0
18807,1
20257,1
14729,1
19429,1
9552,0
3196,0
10229,0
7378,0
486,0
370,0
18563,1
783,0
6596,0
2511,0
11270,0
18165,1
12925,1
19143,1
14024,1
3238,0
18009,1
873,0
16148,1
17383,1
20692,1
2047,0
104,0
16208,1
16861,1
17215,1
12455,1
1915,0
6499,0
13266,1
5684,0
14795,1
6728,0
13952,1
3632,0
109,0
13089,1
11656,1
2138,0
18572,1
14888,1
8934,0
12663,1
669,0
15572,1
20675,1
19913,1
3324,0
22370,1
4480,0
11634,1
6169,0
1439,0
21647,1
11039,0
16556,1
19212,1
6574,0
4811,0
14874,1
3258,0
9353,0
6131,0
20155,1
14710,1
16343,1
18686,1
14377,1
13606,1
23031,1
22057,1
7332,0
1564,0
1834,0
9378,0
19424,1
11760,1
15716,1
20973,1
17167,1
12993,1
20904,1
20285,1
15148,1
16057,1
16557,1
15067,1
22507,1
21794,1
14174,1
3003,0
8215,0
11978,1
11716,1
19925,1
5389,0
12055,1
18078,1
1309,0
17869,1
11345,0
3475,0
789,0
12375,1
20791,1
21968,1
7740,0
3284,0
18239,1
2514,0
15650,1
12577,1
19310,1
14468,1
19432,1
2653,0
14245,1
16604,1
17985,1
9258,0
6227,0
19047,1
14775,1
8791,0
11880,1
20434,1
12881,1
14956,1
5006,0
6214,0
11249,0
9777,0
16776,1
7982,0
17051,1
5257,0
15012,1
12915,1
13932,1
20854,1
11070,0
14757,1
16770,1
17556,1
15143,1
13098,1
9986,0
270,0
3301,0
21515,1
6843,0
12041,1
12264,1
19302,1
7990,0
5406,0
16553,1
712,0
5783,0
12471,1
4409,0
11688,1
11409,0
5260,0
5920,0
19473,1
18462,1
5411,0
19783,1
550,0
21224,1
3241,0
14603,1
4005,0
19048,1
10169,0
17545,1
8493,0
21008,1
3264,0
9321,0
18499,1
5061,0
8444,0
11109,0
14511,1
2098,0
16065,1
7001,0
7292,0
11928,1
3671,0
4968,0
15333,1
8625,0
10629,0
4416,0
21000,1
19486,1
8940,0
22385,1
19842,1
16484,1
22,0
2934,0
15500,1
4311,0
14691,1
6597,0
16125,1
21723,1
16175,1
12489,1
4833,0
22792,1
17360,1
18490,1
21631,1
20189,1
8022,0
56,0
3412,0
10416,0
2855,0
400,0
2986,0
12764,1
20122,1
10251,0
6605,0
20893,1
13871,1
15704,1
19572,1
11632,1
11582,0
12914,1
22630,1
22640,1
16800,1
17363,1
12664,1
6554,0
8780,0
13017,1
19555,1
19818,1
7258,0
17399,1
16047,1
5781,0
12241,1
19472,1
21319,1
14778,1
19698,1
7233,0
21664,1
16759,1
11736,1
14722,1
18536,1
519,0
1755,0
4508,0
19438,1
12919,1
17451,1
5263,0
1069,0
8340,0
8419,0
17782,1
17559,1
19163,1
6611,0
22988,1
665,0
17720,1
13796,1
22162,1
716,0
5780,0
12787,1
18346,1
1699,0
12035,1
12164,1
1877,0
17670,1
21974,1
7320,0
9724,0
20558,1
6800,0
4916,0
7065,0
7140,0
2979,0
604,0
12141,1
13750,1
14736,1
12762,1
8990,0
6861,0
8168,0
20339,1
15739,1
8128,0
12627,1
19511,1
21756,1
6592,0
8672,0
19061,1
91,0
2577,0
20366,1
10866,0
8384,0
15298,1
20178,1
13464,1
20105,1
22445,1
9819,0
18887,1
4260,0
3896,0
19570,1
1349,0
15227,1
10563,0
15724,1
3777,0
20026,1
3740,0
325,0
4050,0
21815,1
12280,1
13894,1
7705,0
20169,1
12229,1
2762,0
3581,0
15963,1
7105,0
6372,0
7244,0
19706,1
11877,1
5062,0
3602,0
16851,1
11179,0
11856,1
6948,0
7756,0
9638,0
15680,1
9212,0
8897,0
19354,1
20167,1
10435,0
16143,1
9761,0
14410,1
20624,1
10766,0
9574,0
6017,0
15634,1
2956,0
7869,0
16815,1
11934,1
12106,1
9670,0
5409,0
9611,0
7520,0
1103,0
15695,1
12198,1
2276,0
21026,1
4690,0
1558,0
21841,1
2488,0
21252,1
21521,1
3523,0
4542,0
21215,1
3400,0
21509,1
22864,1
14979,1
14980,1
2272,0
2374,0
14429,1
10844,0
13520,1
15993,1
15893,1
14214,1
8728,0
12598,1
12823,1
9843,0
292,0
11028,0
22199,1
20143,1
11392,0
2870,0
17093,1
13126,1
11401,0
9964,0
18095,1
4784,0
9727,0
22207,1
18883,1
13231,1
15844,1
13201,1
21845,1
4879,0
19439,1
10542,0
18608,1
22224,1
19973,1
10420,0
17272,1
4418,0
10002,0
4647,0
14539,1
15709,1
15376,1
12007,1
356,0
22643,1
11553,0
686,0
12989,1
4584,0
837,0
7013,0
8458,0
19792,1
15936,1
10198,0
1726,0
22161,1
19817,1
2362,0
12093,1
19470,1
14554,1
3179,0
10284,0
20282,1
16274,1
20269,1
18679,1
19270,1
12445,1
17948,1
4223,0
1067,0
15231,1
9633,0
7379,0
8101,0
11258,0
9858,0
10940,0
20163,1
6967,0
19569,1
6166,0
6461,0
3061,0
20565,1
889,0
966,0
10481,0
16219,1
1963,0
11317,0
9850,0
12062,1
14496,1
9319,0
1909,0
8353,0
22728,1
9508,0
22390,1
20777,1
22723,1
2835,0
9735,0
11455,0
10005,0
7213,0
7605,0
975,0
2268,0
3770,0
19401,1
14984,1
2838,0
132,0
10131,0
18565,1
581,0
22117,1
9716,0
9035,0
6839,0
393,0
10218,0
6558,0
9301,0
2803,0
14169,1
13181,1
14431,1
3928,0
20086,1
16490,1
8401,0
4036,0
21855,1
16914,1
8183,0
10469,0
225,0
11426,0
4211,0
11690,1
22465,1
6777,0
4613,0
16546,1
21695,1
8593,0
11366,0
14168,1
21788,1
15666,1
19868,1
19594,1
22589,1
12872,1
17621,1
5008,0
16675,1
3403,0
3515,0
3883,0
12190,1
22706,1
6755,0
19938,1
2908,0
18578,1
4261,0
8071,0
18930,1
2423,0
1231,0
5264,0
17725,1
6163,0
11377,0
3548,0
20594,1
21703,1
18291,1
22478,1
7548,0
5481,0
22352,1
23086,1
1159,0
6895,0
11930,1
5501,0
11501,0
8047,0
809,0
19957,1
14317,1
13600,1
2650,0
17713,1
23127,1
8789,0
3190,0
3620,0
9894,0
20204,1
16205,1
3650,0
15483,1
16924,1
20151,1
4070,0
22156,1
8290,0
1394,0
5976,0
3370,0
22547,1
20082,1
11061,0
22784,1
20348,1
14575,1
1764,0
1054,0
17292,1
10324,0
19236,1
1356,0
8856,0
7002,0
12143,1
7903,0
12231,1
13334,1
1736,0
16365,1
13451,1
13993,1
11539,0
1568,0
462,0
743,0
8414,0
23084,1
3994,0
17741,1
12571,1
8817,0
9308,0
10654,0
6284,0
17140,1
12944,1
21291,1
21530,1
8536,0
5494,0
12726,1
13644,1
17318,1
19843,1
19275,1
8648,0
10471,0
8281,0
4335,0
10813,0
17061,1
18090,1
22096,1
5114,0
14975,1
7174,0
8587,0
19090,1
13306,1
18593,1
5212,0
3641,0
9952,0
9034,0
21824,1
21,0
3718,0
13391,1
17518,1
2902,0
19024,1
20968,1
5534,0
16414,1
11042,0
779,0
16059,1
7420,0
19757,1
17253,1
6528,0
3431,0
22952,1
11981,1
22133,1
15400,1
3622,0
4259,0
4725,0
1469,0
13322,1
22674,1
20548,1
8880,0
9112,0
21609,1
15491,1
18187,1
19114,1
8424,0
368,0
21317,1
11785,1
9607,0
14637,1
6382,0
13112,1
9491,0
64,0
22620,1
11384,0
4210,0
17203,1
17097,1
18364,1
15188,1
1721,0
22500,1
5324,0
4060,0
7280,0
10683,0
1824,0
10972,0
17521,1
2355,0
20686,1
3758,0
3232,0
20404,1
1918,0
21571,1
7246,0
19171,1
1569,0
1831,0
8539,0
1242,0
12708,1
22934,1
9351,0
15837,1
15262,1
4656,0
16196,1
12522,1
8998,0
17062,1
17366,1
11914,1
22097,1
1325,0
8343,0
21208,1
8118,0
8893,0
4859,0
7490,0
20760,1
15276,1
11859,1
22115,1
14772,1
7630,0
1222,0
1777,0
21443,1
20977,1
21830,1
22627,1
14633,1
15111,1
11133,0
16339,1
17433,1
20193,1
13863,1
8701,0
14624,1
20697,1
14570,1
6400,0
14490,1
19466,1
21218,1
748,0
7271,0
5246,0
1259,0
7173,0
22322,1
1888,0
14779,1
15331,1
711,0
12470,1
22234,1
21468,1
21421,1
224,0
13660,1
7937,0
16870,1
4808,0
3329,0
3293,0
378,0
11484,0
14315,1
14247,1
6906,0
11882,1
3845,0
12085,1
15051,1
17863,1
5551,0
21720,1
13777,1
8296,0
22692,1
1794,0
19479,1
5917,0
19403,1
16010,1
13039,1
5024,0
14029,1
12270,1
1658,0
212,0
19298,1
14078,1
21668,1
4419,0
22583,1
5193,0
13927,1
9551,0
8526,0
2166,0
3110,0
15919,1
13901,1
14195,1
792,0
233,0
2220,0
16697,1
19556,1
209,0
9330,0
20301,1
23135,1
22576,1
4498,0
15601,1
9505,0
2413,0
6598,0
20770,1
21292,1
11014,0
834,0
9063,0
8074,0
16687,1
9455,0
9810,0
6035,0
12537,1
13289,1
10606,0
17086,1
13163,1
15977,1
1220,0
12955,1
9957,0
15684,1
6552,0
11375,0
1387,0
2001,0
5609,0
11907,1
4581,0
22762,1
15597,1
9677,0
23007,1
2523,0
14182,1
17443,1
7259,0
21808,1
18112,1
3078,0
21590,1
7460,0
16264,1
18543,1
4782,0
14398,1
19386,1
21693,1
4381,0
20034,1
15753,1
17239,1
6404,0
14435,1
7642,0
8067,0
6452,0
3308,0
2165,0
8809,0
23013,1
3803,0
15719,1
20991,1
17554,1
10618,0
18158,1
18002,1
14940,1
17977,1
12962,1
21971,1
7637,0
